			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Kløver-græsens., middel FK,        20% kløver 			522	35	  	9.8	15.6	11.5	6.9	2.9	4.4	3.2	1.7	210	70.2	27.3	3.9	1	47.1	47	  	73.8	77.9	91	59.3	73.3	74.1	74	  	6.5	3.7	1.9	31	1.6	14	1.6	368	230	70	45	7	0.5	0	  	60	150	  	75	  	61.425	0.474243	1.122395	  	12.9	0.8	  	1.2	3.5	141.9	84.5	35.3	21.2	48.1	12.3	581	0.6	1.4	75.8						2
Kløver-græsens.,  lav FK,          20% kløver 			523	37	  	9.8	13.8	9.8	6.5	1.8	4.2	3	1.6	210	72.2	30.1	3.3	1	44.2	51	  	71.3	75.7	91	63	72.2	67.1	68	  	6.5	3.4	1.9	27	1.4	14	1.5	263.3	230	70	45	7	0.5	0	  	60	150	  	75	  	67.725	0.52374	1.148795	  	11.8	0.7	  	1.4	3.9	141.7	94.1	25.7	23.6	47.6	14.4	636.6	0.8	1.7	97.6						2
Kløver-græsens.,  høj FK,          40% kløver 			524	34	  	10.1	17.2	13	7	4.1	4.6	3.4	1.8	210	68.1	24.2	4.6	1.5	48.1	42	  	75.6	79.9	91	55.2	74.3	79.5	78.5	  	7.9	3.9	2.1	32	1.6	14	1.6	393.6	230	70	45	7.5	0.5	0	  	60	150	  	75	  	54.45	0.420184	1.069207	  	13.7	0.9	  	1.1	3.3	144.3	77.7	45.2	19.9	51.1	16.7	533.7	0.5	1.2	60.5						2
Kløver-græsens., middel FK,        40% kløver 	FEEDGRASSCLOVER_SILAGE	GRASSCLOVER	525	35	  	10.1	16.3	12.2	6.7	3.8	4.4	3.2	1.7	210	69.2	26.4	3.4	1.5	45.8	45	  	74.6	78.8	91	57.6	73.3	73.3	73.5	  	7.9	3.7	2.1	29	1.6	14	1.6	316.9	230	70	45	7.5	0.5	0	  	60	150	  	75	  	59.4	0.458267	1.084394	  	12.8	0.8	  	1.2	3.5	150.7	82.8	46.9	21.3	42.1	18.6	567.5	0.6	1.3	73.6						2
Kløver-græsens.,  lav FK,          40% kløver 			526	37	  	10.1	14.8	10.8	6.4	2.9	4.2	3	1.6	210	70.9	28.9	3	1.5	42.8	48	  	72.7	76.9	91	61	72.2	66.8	68	  	7.9	3.4	2.1	27	1.5	14	1.5	267.6	230	70	45	7.5	0.5	0	  	60	150	  	75	  	65.025	0.501468	1.105181	  	11.8	0.7	  	1.4	3.9	153.6	91.1	41.8	23.4	42.8	21.4	611.1	0.7	1.6	92.8						2
Kløver-græsens.,  høj FK,          60% kløver 			527	34	  	10.7	18.6	14.3	6.7	5.8	4.6	3.4	1.8	210	66.1	23.1	3.6	2	46.8	39	  	76.9	81.7	91	51	74.3	79.3	78.5	  	10.9	3.9	2.4	35	1.6	14	1.6	470.3	230	50	45	9	0.5	0	  	60	150	  	75	  	51.975	0.403334	1.032617	  	13.7	0.9	  	1.1	3.2	158	74	64.4	19.8	39.8	22.1	516.9	0.4	1.1	57.4						2
Kløver-græsens., middel FK,        60% kløver 			528	35	  	10.7	18.1	13.8	6.3	6	4.4	3.2	1.7	210	66.8	24.8	2.9	2	43.7	41	  	76.4	81	91	52.6	73.3	72.7	73.5	  	10.9	3.7	2.4	30	1.6	14	1.6	342.5	230	50	45	9	0.5	0	  	60	150	  	75	  	55.8	0.438172	1.045177	  	12.9	0.8	  	1.2	3.5	169.4	77.6	73.4	21	35.5	24.5	535	0.5	1.3	68.3						2
Kløver-græsens.,  lav FK,          60% kløver 			529	37	  	10.7	16.9	12.7	6	5.4	4.2	3	1.6	210	68.2	26.9	2.6	2	40.4	43	  	75.2	79.5	91	56	72.2	65.9	68	  	10.9	3.4	2.4	27	1.5	14	1.5	267.6	230	50	45	9	0.5	0	  	60	150	  	75	  	60.525	0.478311	1.062307	  	11.9	0.7	  	1.4	3.8	178	84.5	75.7	22.9	36.4	28	565.2	0.7	1.5	84.7						2
Forårsudl. italiensk rajgræs, ensilage 			546	34	  	11.3	16.1	12	6.7	3.8	4.5	3.3	1.8	180	68.1	25.7	4.6	0	44.9	  	  	74.4	78.5	92	62.7	73.8	72.6	73	  	6.3	4.3	1.9	35	2.3	  	3.2	  	230	50	50	11	0.7	0	  	60	150	  	75	  	57.825	0.503698	1.182402	  	12.6	0.8	  	1.3	3.7	152.1	84.7	48.4	22.3	58.4	0	570	0.6	1.5	73.5						2
Efter-  afgrøde, helsæd, ensilage 			548	30	  	12.9	17.4	13.2	6.3	5.6	4.5	3.3	1.8	180	65.2	25.3	3.2	0	43.4	  	  	75.8	80.2	92	59.7	73.8	71.5	72.5	  	6.3	4.4	2	38	1.5	10.5	2.2	603.8	230	67	83	9	0.7	0	  	60	150	  	75	  	56.925	0.511509	1.235772	  	12.4	0.8	  	1.3	4.3	171.4	81.8	73	22.8	41.6	0	564.7	0.7	1.6	74						2
Efter-  afgrøde, korn, ensilage 			549	28	  	13	17.6	13.4	6.2	5.9	4.5	3.3	1.8	180	64.9	25.3	3.9	0	42.1	  	  	76	80.4	92	59.2	73.8	70.8	72	  	6.2	4.5	2	36	1.3	10.5	1.9	562.7	230	72	75	9	0.7	0	  	60	150	  	75	  	56.925	0.530689	1.267857	  	12.3	0.8	  	1.3	4.7	175.5	81.5	78	23	51.2	0	551.9	0.7	1.7	74.7						2
Hunde- græs, ensilage 			555	28	  	10	16.5	12.3	6.3	4.8	4	2.8	1.6	180	69.5	28	2	0	44	52	  	74.8	79	92	61.9	71	66.2	68	  	6	3.5	1.8	28	2.3	  	  	  	220	60	25	7	0.1	  	  	60	150	  	75	  	63	0.552919	1.289142	  	11.9	0.7	  	1.4	5	173.2	88.1	67.6	21.9	28.1	0	617.4	0.8	1.8	88.4						2
Varigt enggræs, ensilage 			558	35	  	8.9	14	10	6.1	2.3	4.2	3	1.6	180	72.9	29.4	4.6	0	42	51	  	71.6	75.9	88	50.2	72.2	63.9	65.5	  	5.9	2.8	1.7	18	1.4	  	1.9	  	  	65	70	6	  	  	  	  	  	  	75	  	66.15	0.555597	1.221744	  	11.5	0.7	  	1.5	4.3	149.8	90.5	34.4	24.5	68.7	0	628	0.8	1.8	98.9						2
Græs- ensilage, høj FK 			564	34	  	10.2	16.5	12.3	6.8	3.8	4.6	3.4	1.8	180	68.7	25.3	4.5	0	49.3	46	  	74.8	81.6	92	56.6	74.3	78.4	77.5	  	6.1	3.8	1.8	33	1.6	12	1.8	463	220	67	47	7	0.4	0	  	60	150	  	75	  	56.925	0.464795	1.155164	  	13.5	0.9	  	1.1	3.4	141	78.1	43.9	20.5	51.4	0	563.5	0.5	1.3	65						2
Græs- ensilage, middel FK 	GRASS_SILAGE	RYEGRASS	565	35	  	9.8	15.2	11.1	6.4	3.1	4.4	3.2	1.7	180	70.6	28.2	4.3	0	46.7	50	  	73.3	80.4	90	49	73.3	72.3	72.5	  	6.1	3.6	1.8	30	1.6	12	1.8	386.3	220	78	47	7	0.4	0	  	60	150	  	75	  	63.45	0.505896	1.174594	  	12.6	0.8	  	1.3	3.7	142.4	81.5	39.7	21.9	55	0	597.6	0.6	1.5	81.1						2
Græs- ensilage, lav FK 			566	37	  	9.3	13.3	9.4	5.9	1.9	4.2	3	1.6	180	73.2	31	3.7	0	44.2	53	  	70.4	78.6	88	43.8	72.2	65.5	66.5	  	6.1	3.2	1.8	25	1.6	12	1.8	258.4	220	88	47	7	0.4	0	  	60	150	  	75	  	69.75	0.55515	1.20364	  	11.6	0.7	  	1.5	4	139.8	88.1	28.4	24.4	55.2	0	659.8	0.8	1.8	104.1						2
Græs- ensilage, meget    lav FK 			570	42	  	8.9	12.2	8.3	5.4	1.7	4	2.8	1.6	180	74.9	32.1	3.5	0	41.8	57	  	68.4	80	87	35	71	60.5	62	  	5	2.8	1.5	21	0.9	12	1.3	156.9	220	91	47	7	0.4	0	  	60	150	  	75	  	72.225	0.590182	1.211534	  	10.8	0.6	  	1.7	4	141.3	90.9	28.3	26.4	59.3	0	707.8	1	2.1	122.3						2
Galega, ensilage 			571	23	  	11	18	13.7	6.3	6.1	3	1.9	2	  	68	31	2	0	39.3	  	  	76.3	75	91	64	62.7	60.8	64	  	13	3	2.4	22	0.6	7.3	2.7	214.4	290	42	32	7	0.4	0	  	  	  	  	  	  	72	0.64318	1.265761	  	11.1	0.6	  	1.6	7	220.4	100.5	98.1	31.3	32.1	0	630.9	1	2	115.5						2
Hvidkløver beg. blomst, ensilage 			572	20	  	11	24	19.3	5.4	13.2	5.6	4.4	2.7	  	59.4	20	1	2	40.1	  	  	80.5	87	92	38.5	78.1	72.5	75	  	18	4.1	2.2	29	1.4	  	  	  	150	60	30	9	0.1	  	  	  	  	  	  	  	43	0.441216	1.202294	  	13.6	0.9	  	1.1	5.5	212.5	58.9	145.1	29.6	11	22	440.6	0.5	1.3	47.3						2
Rødkløver beg. blomst, ensilage 			573	18	  	9	18	13.7	6.5	6.2	7.3	6	3.5	  	65.7	28	1	2	43.7	  	  	76.3	81	94	68.4	82.3	71.1	73	  	15	3	2.8	25	0.4	  	  	  	133	60	29	7	0.2	  	  	  	  	  	  	  	63	0.477201	1.27101	  	13.5	0.9	  	1.2	6.4	158.9	75	72.2	40.5	11.6	23.1	505.2	0.6	1.5	72.9						2
Foder-marvkål, ensilage 			575	17	  	12.9	11.3	7.5	6.2	0.3	4.1	2.9	2.7	  	71.7	28	1	0	48.7	  	  	66.5	81	93	63.2	71.6	69.3	69	  	19.4	4.3	2.8	30	2.5	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	63	0.693809	1.582288	  	11.4	0.7	  	1.5	8.9	113.3	92.9	4.3	40.2	15.1	0	734.4	1	2.4	95.1						2
Heste- bønne, ensilage 			576	20	  	9	17	12.8	6	4.8	2.5	1.4	1.6	  	71.5	27	12	0	39.3	  	  	75.4	82	87	27.8	56	71.8	72	  	13	4.7	2.5	17	2.7	  	  	  	  	40	32	7	0.2	  	  	  	  	  	  	  	61	0.429921	1.049987	  	12.5	0.8	  	1.3	6.5	166.5	78	62.1	21.1	155.9	0	510.8	0.6	1.4	79.3						2
Sød lupin, ensilage 			579	26	  	8.6	16	11.9	5.8	5.4	3.8	2.6	2.5	  	71.6	35	1	6	36.5	  	  	74.3	82	93	61.1	69.7	60.8	63.5	  	10.2	3.4	2.8	19	1.8	  	1.7	  	  	92	91	8	  	  	  	  	  	  	  	  	78.75	0.508533	1.172039	  	11.3	0.6	  	1.6	6.1	189.1	91.8	85.2	39.3	15.9	95.5	581.3	0.8	1.9	125.4						2
Havre + ærte + vikke, ensilage 			580	34	  	8.1	12.5	8.6	5.7	1.5	2	0.9	1.3	  	77.4	28.6	1	15	33.3	  	  	69	82	88	33.3	46	63.7	64	  	7	3.4	1.9	23	0.5	  	1.6	  	  	51	75	5	  	  	  	  	  	  	  	  	64	0.5166	1.157135	  	10.9	0.6	  	1.6	4.8	140.8	93.4	23.7	21.2	16.3	244.9	543.2	0.8	1.9	104.5						2
Grønbyg- ensilage 			581	33	  	10.5	15.5	11.4	6.8	3.2	2	0.9	1.3	  	72	28.3	2	5	46.4	  	  	73.6	82	93	61.1	46	74.2	73.5	  	5.4	3.7	1.7	29.5	0.9	5.8	1.6	530.2	  	42	60	8	  	0	  	  	  	  	  	  	63.675	0.519149	1.206023	  	12.3	0.8	  	1.3	4	151.8	90.3	42.1	16.8	26.6	66.5	617.7	0.7	1.6	84.7						2
Byg- helsæd, ensilage, høj FK 			582	37	  	5.4	10.4	6.7	7	-2.4	2	0.9	1.3	  	82.2	20.3	1.8	25.8	33.4	  	  	64.2	82	89	38.9	46	74.2	72.5	  	3.1	2.8	1.3	16	0.5	5.8	1	205.1	120	26	52	5	0.1	0	  	2	4	  	100	  	45.675	0.440154	1.107487	  	12.5	0.8	  	1.3	3.4	83.9	87.5	-29.7	15.8	22.6	324.5	420	0.6	1.4	57.4						2
Byg- helsæd, ensilage, middel FK 	FEEDWHOLECROP_BARLEY_SILAGE	WHOLECROP_BARLEY	583	36	  	5.5	10.4	6.7	6.5	-1.8	2	0.9	1.3	  	82.1	22	1.8	23.3	33	  	  	64.2	82	87	27.8	46	70.7	69.5	  	3.3	2.9	1.3	17	0.5	5.8	1	230.6	120	27	54	5	0.1	0	  	2	4	  	100	  	49	0.464638	1.129103	  	12	0.7	  	1.4	3.8	90.2	88	-24.9	17	24.3	315.1	446.1	0.6	1.5	66.3						2
Byg- helsæd, ensilage, lav FK 			584	35	  	5.8	10.4	6.7	6.1	-1.3	2	0.9	1.3	  	81.8	24	1.8	20.4	32.9	  	  	64.2	82	85	16.7	46	67.3	66.5	  	3.6	3	1.3	18	0.5	5.8	1	256.2	120	30	76	5	0.1	0	  	2	4	  	100	  	54	0.490536	1.155896	  	11.5	0.7	  	1.5	4.2	98	88.9	-19.1	18.5	26.4	299.7	482.7	0.7	1.7	79.3						2
Vinterbyg- helsæd, ensilage 			585	37	  	5.7	10.3	6.6	6.2	-1.7	2	0.9	1.3	  	82	24.5	1.8	18.3	36.5	  	  	63.9	82	85	16.7	46	69.1	68	  	3.4	2.7	1.3	17	0.5	5.8	1	230.6	120	30	61	5	0.1	0	  	2	4	  	100	  	55.125	0.480431	1.141476	  	11.7	0.7	  	1.4	3.8	93.5	88.4	-23.7	17.9	25.6	260.1	519.1	0.7	1.6	78.4						2
Havre- helsæd, ensilage 	FEEDWHOLECROP_OAT_SILAGE	WHOLECROP_OAT	586	34	  	7.8	11.4	7.6	5.5	0.6	2.5	1.4	1.6	  	78.3	27	1	15	34	  	  	66.7	84	87	18.8	56	63.9	64	  	4.7	2.9	1.5	19	0.7	  	1	  	  	57	67	5	  	  	  	  	  	  	  	  	60.75	0.516162	1.186581	  	11	0.6	  	1.6	4.7	122.1	88.9	10.4	26.1	16.1	241	546.4	0.8	1.9	97.6						2
Hvede- græs, ensilage 			587	36	  	8	13	9.1	6.2	1.3	3.3	2.2	1.7	180	75.7	25	3	13	36.7	  	  	69.9	82	89	38.9	65.7	69.6	69.5	  	5.4	3.2	1.6	21	0.9	9	1.5	228.9	262	56	76	7	0.3	0	  	30	75	  	90	  	56.25	0.465867	1.130174	  	12.1	0.7	  	1.4	3.8	123.4	84	17	22.8	40.7	176.5	497.9	0.6	1.5	76.4						2
Hvede- ært, ensilage 			588	35	  	6	12	8.2	6.6	-0.3	2	0.9	1.3	180	80	22	2	25	30.7	  	  	68	83	89	35.3	46	72.1	71	  	5.1	2.7	1.4	15	0.5	6	1.3	155.1	120	28	46	6	0.2	0	  	  	  	  	  	  	49.5	0.444371	1.048237	  	12.3	0.8	  	1.3	3.7	106.3	85.9	-4.4	16.4	26	325.6	399.3	0.6	1.4	64.5						2
Hvede- helsæd, ensilage, høj FK 			589	42	  	4.8	9.8	6.1	7.2	-3.1	2	0.9	1.3	  	83.4	20.5	2	28.1	32.4	32	  	62.4	82	91	50	46	74.9	73	  	2.2	2.6	1.1	12	0.3	6.3	0.7	98.7	70	27	41	5	0.1	0	  	1	3	  	75	  	46.125	0.435286	1.102583	  	12.6	0.8	  	1.2	3	75.8	89.4	-38.7	15.6	24.8	348.6	401.4	0.5	1.4	57.2						2
Hvede- helsæd, ensilage, middel FK 	FEEDWHOLECROP_WHEAT_SILAGE	WHOLECROP_WHEAT	590	41	  	4.8	9.4	5.7	6.9	-3	2	0.9	1.3	  	83.8	22.2	2	24.7	33.3	39	  	61.1	82	91	50	46	71.6	70	  	2.2	2.6	1.1	13	0.3	6.3	0.7	124.3	70	27	49	5	0.1	0	  	1	3	  	75	  	49.95	0.460505	1.121392	  	12.1	0.7	  	1.3	3.3	76.7	92.4	-40.1	16.8	26.7	329.8	444.4	0.6	1.5	66.7	0.26	22	0.61	0.31	0.64	2
Hvede- helsæd, ensilage, lav FK 			591	41	  	5.2	9.1	5.5	6.6	-2.8	2	0.9	1.3	  	83.7	24.4	2	21.7	33	46	  	60	80	89	45	46	67.7	66.5	  	2.2	2.6	1.1	14	0.3	6.3	0.7	149.9	70	27	67	5	0.1	0	  	1	3	  	75	  	54.9	0.491793	1.150304	  	11.4	0.7	  	1.5	3.6	80.6	96.7	-41.9	18.6	29.5	320.2	486.3	0.7	1.7	81						2
Majs- ensilage, høj FK 			592	32	  	3.8	8	4.4	8.8	-7.3	2.2	1.1	1.4	  	86	18.2	2	30.7	36.8	34	  	55.5	64	91	75	50.5	80.8	78	  	2	2.6	1.3	12	0.3	2.3	0.4	230.2	60	19	45	5	0	0	  	1	2	  	25	  	32.76	0.393716	1.093599	  	13.5	0.9	  	1.1	3.5	49.3	97.6	-80.9	15.9	22.2	340.9	408.4	0.4	1.2	36.4						2
Majs- ensilage, middel FK 	FEEDMAIZE_SILAGE	MAIZE	593	31	  	3.9	8	4.4	8.3	-6.6	2.2	1.1	1.4	  	85.9	19.7	2	29	36	38	  	55.5	67	89	66.7	50.5	78	75.5	  	2	2.6	1.3	12	0.3	2.3	0.4	230.2	60	19	45	5	0	0	  	1	2	  	25	  	35.46	0.41468	1.110099	  	13	0.9	  	1.2	3.8	52.1	96.9	-77.4	16.8	23.4	340	422.1	0.5	1.3	41.6						2
Majs- ensilage, lav FK 			594	28.6	  	4.1	8	4.4	7.6	-5.7	2.2	1.1	1.4	  	85.7	22.4	2	24.4	37.1	40	  	55.5	70	87	56.7	50.5	74.1	72	  	2	2.6	1.3	12	0.3	2.3	0.4	230.2	60	19	45	5	0	0	  	1	2	  	25	  	40.32	0.445208	1.145576	  	12.4	0.8	  	1.3	4.5	56.7	97.4	-73.2	18.2	25.5	311.4	473.4	0.6	1.5	51.5						2
Triticale- helsæd, ensilage 			595	41	  	5.2	9.1	5.5	6.6	-2.8	2	0.9	1.3	  	83.7	24.4	2	21.7	33	46	  	60	80	89	45	46	67.7	66.5	  	2.4	2.4	1.1	14	0.5	6.3	1.1	133.6	70	30	67	5	0.1	0	  	1	3	  	75	  	54.9	0.491793	1.150304	  	11.4	0.7	  	1.5	3.6	80.6	96.7	-41.9	18.6	29.5	320.2	486.3	0.7	1.7	81						2
Grønrug, ensilage 			597	27	  	9.8	14.1	10.1	6.9	2	3.9	2.7	2.5	  	72.2	27	2	0	51.4	  	  	71.7	82	95	72.2	70.4	74	73.5	  	4.1	3.9	1.5	31	0.7	5.9	1.3	575.8	109	45	48	6	0.1	0.1	  	  	  	  	  	  	65	0.527616	1.274217	  	12.6	0.8	  	1.3	4.7	128.6	87.3	25.7	32.2	25.4	0	653.9	0.7	1.6	82.6						2
Grønbyg- ært, ensilage, 40% ærter 			574	33	  	9.9	15.8	11.7	6.7	3.6	2	0.9	1.3	  	72.3	27	2	5.8	45.4	  	  	74	83	93	58.8	46	73.7	73.1	  	7.2	3.6	2	26	0.7	  	1.4	  	  	47	58	9	  	0	  	  	  	  	  	  	60.75	0.477514	1.120172	  	12.4	0.8	  	1.3	4	153.9	88	47.5	16.8	26.3	76.3	598.2	0.6	1.5	80						2
Grønbyg- ært, ensilage, 70% ærter 			577	33	  	9.5	16.1	12	6.6	4.1	2	0.9	1.3	  	72.4	26	2	6.4	44.6	  	  	74.4	84	93	56.3	46	73.2	72.8	  	8.6	3.5	2.2	23.5	0.5	  	1.3	  	  	51	57	9	  	0	  	  	  	  	  	  	58.5	0.450165	1.063746	  	12.4	0.8	  	1.3	4	156.4	85.9	53.1	16.7	26.1	83.6	582.5	0.6	1.4	76.4						2
Grønært, ensilage 			578	33	  	9.1	16.3	12.2	6.5	4.4	2	0.9	1.3	  	72.6	25	2	7	43.8	  	  	74.6	85	93	53.3	46	72.8	72.5	  	9.9	3.4	2.4	21	0.3	6	1.1	312.4	290	55	55	10	0.3	0	  	  	  	  	  	  	56.25	0.429488	0.941293	  	12.4	0.8	  	1.3	3.9	157.8	83.8	57.4	16.9	26	90.8	568.7	0.6	1.2	73						2
Byg-ært, ensilage, 20% ærter 			596	34	  	5.9	11.1	7.3	6.7	-1.2	2	0.9	1.3	  	81	22.5	2	22.2	33.9	  	  	66	83	90	41.2	46	71.7	70.5	  	4.9	2.9	1.5	17	0.5	5.8	0.9	236.9	155	29	45	6	0.1	0	  	2	5	  	80	  	50.625	0.453906	1.086352	  	12.1	0.8	  	1.3	3.9	97.2	88.6	-15.4	16.7	26.5	294.6	449.8	0.6	1.4	67.2						2
Byg-ært, ensilage, 40% ærter 	FEEDBARLEY-PEA_SILAGE	BARLEY-PEA	598	32	  	6.5	13.2	9.3	6.6	1.1	2	0.9	1.3	  	78.3	22.8	2.3	19.8	34.1	  	  	70.3	84	91	43.8	46	71.8	71	  	6	3	1.6	18	0.5	5.9	0.9	259.7	190	30	45	6	0.2	0	  	2	6	  	90	  	51.3	0.443797	1.049955	  	12.3	0.8	  	1.3	4.1	121	85.7	13.8	16.4	30	258.3	444.6	0.6	1.4	66.9	0.4	51	6.19	0.88	3.28	2
Byg-ært, ensilage, 60% ærter 			600	32	  	7.3	15.2	11.1	6.5	3.1	2	0.9	1.3	  	75.5	22.9	2.5	17.6	34.1	  	  	73.3	84	91	43.8	46	71.8	71.5	  	7.1	3.2	1.7	19	0.5	5.9	1	279	220	30	45	7	0.2	0	  	3	7	  	90	  	51.525	0.434949	1.009716	  	12.4	0.8	  	1.3	4	143.3	83	39.7	16.2	32.2	226.4	439	0.6	1.3	66.3						2
Ærte- helsæd, ensilage 	FEEDPEA_SILAGE	PEA	599	33	  	8.6	16.7	12.5	6.5	4.8	2	0.9	1.3	  	72.7	22	2.7	15	35.1	46	  	75	85	93	53.3	46	72.6	72.5	  	9.6	3.3	2.2	21	0.6	6	1.1	325.4	290	39	55	7.5	0.3	0	  	4	9	  	  	  	49.5	0.421456	0.935788	  	12.5	0.8	  	1.3	3.8	158.7	82.1	60.3	16.5	34.2	189.9	444.6	0.5	1.2	62.7						2
Lucerne-hø 			602	89	  	8.6	16.8	12.6	6	5.9	2.9	1.8	1.4	210	71.7	32.3	8	0	30.6	  	  	75.1	76	93	70.8	61.5	53.8	58	  	16.8	2.7	2.3	24	0.5	  	2.6	  	250	45	24	9	  	  	  	  	  	  	  	  	96.9	0.50952	1.084495	  	10.3	0.5	  	1.8	2.1	232.8	109.9	108.3	25.7	147.5	0	564.4	0.9	2	178.7						2
Kløverhø, høj FK 			625	84	  	8.5	13.2	9.3	7.7	-0.7	2.4	1.3	1.2	  	75.9	28.7	8	1.5	44	53	  	70.3	67	91	72.7	54.3	70.4	70	  	6.2	3	1.6	26	0.5	  	1.4	  	  	45	87	8	0.1	  	  	12	30	  	20	  	86.1	0.536449	1.195775	  	11.9	0.7	  	1.4	1.7	130.2	108.6	-9.9	16.2	112.3	21	617	0.8	1.7	120.8						2
Kløverhø, Lav FK 			626	84	  	7	9.3	5.6	6.8	-2.7	2.1	1	1	  	81.6	33.4	8	1.5	38.7	55	  	60.7	64	91	75	48.4	59.1	59	  	6.2	3	1.6	26	0.5	  	1.4	  	  	45	87	8	0.1	  	  	12	30	  	20	  	100.2	0.625791	1.325281	  	10.1	0.5	  	2	2.3	110.9	132.5	-52.1	19.8	157	29.4	759.6	1.2	2.6	196.6						2
Græshø 			665	83	  	7.7	12.1	8.3	7.1	-0.9	2.6	1.5	1.2	  	77.6	31	8	0	42.2	  	  	68.2	67	90	69.7	57.5	64.8	65	  	5.1	2.6	1.5	20	1.2	8	1.4	250.8	  	91	79	7	  	  	  	12	30	  	20	  	93	0.572171	1.242115	  	11.2	0.6	  	1.6	1.9	130.7	113.2	-13.7	18.9	126.7	0	669.1	0.9	2	147.3						2
Grønhø, Ekstra 			671	90	  	9	18	11.9	9.6	1	3.7	2.6	2	  	69.3	24	13	0	40.8	  	  	66.1	59	92	80.5	69	77.6	75	  	5.5	3.5	1.7	30	1.8	12	2	382.5	  	  	  	  	  	  	  	40	100	  	80	  	54	0.480595	1.092124	  	13.1	0.8	  	1.2	1.3	141.8	114.1	12.1	23.8	154.8	0	485.9	0.6	1.3	64.3						2
Grønhø, Plus 			672	90	  	9	18	11.9	8.8	1.8	3.4	2.3	1.6	  	69.6	26	8	0	41.5	  	  	66.1	59	89	73.2	66.6	71.2	70	  	5.5	3.5	1.7	30	1.8	12	2	382.5	  	  	  	  	  	  	  	40	100	  	80	  	58.5	0.52001	1.121258	  	12.2	0.7	  	1.3	1.5	158.7	117	23.7	20.9	106.7	0	553.8	0.7	1.5	78						2
Grønhø, Standard 			673	90	  	9	17	11	7.9	1.8	3.1	2	1.3	  	70.9	28	6	0	40.2	  	  	64.7	59	86	65.9	63.7	65.1	65	  	5.5	3.5	1.7	30	1.8	12	2	382.5	  	  	  	  	  	  	  	40	100	  	20	  	63	0.562169	1.161302	  	11.3	0.7	  	1.5	1.7	168	120.6	27.3	19.4	91.7	0	614.2	0.9	1.8	96.3						2
Grønhø, lucerne 			675	91	  	9	17	11.5	6.7	4.9	3.8	2.6	1.8	210	70.2	32	8	0	33.3	  	  	67.7	72	93	75	69.7	58.9	61	  	19	3	2	30	1.5	  	  	  	250	45	24	9	  	  	  	40	100	  	80	  	72	0.490993	0.993165	  	10.8	0.6	  	1.7	1.9	194.2	113.3	81.9	30.8	135	0	562.6	0.8	1.7	121.5						2
Grønpiller, Ekstra 			705	92	  	10	18	11.9	9.5	1.1	3.7	2.6	2	200	68.3	24	13	0	40	  	  	66.1	59	92	80.5	69	77.7	75	  	6.1	3.8	1.8	33	1.6	12	1.8	463	220	67	47	7	0.4	0	  	40	100	  	80	  	4	0.22	1.05	  	12.9	0.8	  	1.2	1.3	144	114.9	13.9	24.2	157.2	0	484.4	0.3	1.3	4.8						2
Grønpiller, Plus 			706	92	  	11	18	11.9	8.6	2	3.4	2.3	1.6	200	67.6	25.5	8	0	40.1	  	  	66.1	59	89	73.2	66.6	71.2	70	  	6.1	3.6	1.8	30	1.6	12	1.8	386.3	220	78	47	7	0.4	0	  	40	100	  	80	  	4	0.22	1.05	  	12	0.7	  	1.4	1.5	163.5	118.5	27.8	21.5	109.9	0	551.5	0.3	1.4	5.5						2
Grønpiller, Standard 			707	92	  	11	17	11	7.8	2	3.1	2	1.3	200	68.9	28.5	6	0	38.9	  	  	64.7	59	86	65.9	63.7	65.1	65	  	5	2.8	1.5	21	0.9	12	1.3	156.9	220	91	47	7	0.4	0	  	40	100	  	80	  	4.275	0.22	1.05	  	11.1	0.6	  	1.6	1.7	174.4	123	32	20.2	95.2	0	617	0.3	1.7	6.8						2
Lucerne- piller, Ekstra 			708	92	  	10	20	14.2	7.7	6	3.8	2.6	2.1	  	66.2	25	12	0	35	  	  	71.2	72	93	75	69.7	71	71	  	19	3	2	30	0.6	8	1.9	449.2	190	38	63	7	0.1	0	  	40	100	  	80	  	3.75	0.22	1.05	  	12.5	0.8	  	1.3	1.4	182.7	99.1	77.1	26.3	154	0	449.3	0.3	1.3	4.8						2
Lucerne- piller, Standard 			709	92	  	10	17	11.5	6.6	5	3.8	2.6	1.8	  	69.2	32	10	0	30.7	  	  	67.7	72	93	75	69.7	58.9	61	  	19	3	2	30	0.6	8	1.9	449.2	190	38	63	7	0.1	0	  	40	100	  	80	  	4.8	0.22	1.05	  	10.7	0.6	  	1.7	1.9	197.7	114.2	85.3	31.3	171.7	0	527.9	0.4	1.8	8.2						2
Byghalm, NaOH-beh. 			681	82	  	9.5	4.5	1.2	5.6	-6	1.8	0.7	0.5	  	84.2	41.1	0	0	52.4	  	  	26.3	75	67	0	40.4	62.2	60	  	3.5	0.8	0.9	17	28.1	  	  	  	470	29	24	4	  	0.1	  	  	  	  	  	  	92	0.65	1.382001	  	9.6	0.4	  	2.3	2.8	27.1	127.2	-136.6	10.3	0	0	1196.9	1.5	3.2	210.2						2
